
---------- Begin Simulation Statistics ----------
simSeconds                                   0.002025                       # Number of seconds simulated (Second)
simTicks                                   2025017500                       # Number of ticks simulated (Tick)
finalTick                                  2025017500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     99.45                       # Real time elapsed on the host (Second)
hostTickRate                                 20361590                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     769284                       # Number of bytes of host memory used (Byte)
simInsts                                      7797632                       # Number of instructions simulated (Count)
simOps                                        7809064                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    78405                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      78519                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                         3230469                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              0.614156                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              1.628252                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                        5616540                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   58062                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                       5520287                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 13207                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              403492                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           279800                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved               9423                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples            2969115                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.859237                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.068500                       # Number of insts issued each cycle (Count)
system.cpu0.decode.decodedInsts               6033753                       # Number of instructions handled by decode (Count)
system.cpu0.decode.squashedInsts                74938                       # Number of squashed instructions handled by decode (Count)
system.cpu0.dtb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu0.dtb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.dtb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu0.dtb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.dtb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dtb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dtb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu0.dtb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED   2025017500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.dtb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.dtb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu0.dtb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu0.dtb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.dtb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.dtb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu0.dtb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu0.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED   2025017500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.executeStats0.numInsts            5462372                       # Number of executed instructions (Count)
system.cpu0.executeStats0.numNop                    0                       # Number of nop insts executed (Count)
system.cpu0.executeStats0.numBranches          952908                       # Number of branches executed (Count)
system.cpu0.executeStats0.numLoadInsts        1323364                       # Number of load instructions executed (Count)
system.cpu0.executeStats0.numStoreInsts        763730                       # Number of stores executed (Count)
system.cpu0.executeStats0.instRate           1.690891                       # Inst execution rate ((Count/Cycle))
system.cpu0.executeStats0.numFpRegReads        476774                       # Number of times the floating registers were read (Count)
system.cpu0.executeStats0.numFpRegWrites       345533                       # Number of times the floating registers were written (Count)
system.cpu0.executeStats0.numIntRegReads      6264710                       # Number of times the integer registers were read (Count)
system.cpu0.executeStats0.numIntRegWrites      3465344                       # Number of times the integer registers were written (Count)
system.cpu0.executeStats0.numMemRefs          2087094                       # Number of memory refs (Count)
system.cpu0.executeStats0.numMiscRegReads       739158                       # Number of times the Misc registers were read (Count)
system.cpu0.executeStats0.numMiscRegWrites       488922                       # Number of times the Misc registers were written (Count)
system.cpu0.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu0.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu0.fetch.predictedBranches            691200                       # Number of branches that fetch has predicted taken (Count)
system.cpu0.fetch.cycles                      1898934                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu0.fetch.squashCycles                 116780                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu0.fetch.miscStallCycles                  32                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu0.fetch.pendingTrapStallCycles          168                       # Number of stall cycles due to pending traps (Cycle)
system.cpu0.fetch.icacheWaitRetryStallCycles           39                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu0.fetch.cacheLines                   704393                       # Number of cache lines fetched (Count)
system.cpu0.fetch.icacheSquashes                18966                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu0.fetch.nisnDist::samples           2969115                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::mean             2.266214                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::stdev            3.050708                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::0                 1601519     53.94%     53.94% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::1                  195056      6.57%     60.51% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::2                  146905      4.95%     65.46% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::3                  181610      6.12%     71.57% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::4                  119973      4.04%     75.61% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::5                  120644      4.06%     79.68% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::6                   70974      2.39%     82.07% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::7                   73474      2.47%     84.54% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::8                  458960     15.46%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::total             2969115                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetchStats0.numInsts              6709593                       # Number of instructions fetched (thread level) (Count)
system.cpu0.fetchStats0.numOps                      0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu0.fetchStats0.fetchRate            2.076972                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu0.fetchStats0.numBranches           1199039                       # Number of branches fetched (Count)
system.cpu0.fetchStats0.branchRate           0.371166                       # Number of branch fetches per cycle (Ratio)
system.cpu0.fetchStats0.icacheStallCycles      1011552                       # ICache total stall cycles (Cycle)
system.cpu0.fetchStats0.numFetchSuspends            0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu0.icache.demandHits::cpu0.inst       692944                       # number of demand (read+write) hits (Count)
system.cpu0.icache.demandHits::total           692944                       # number of demand (read+write) hits (Count)
system.cpu0.icache.overallHits::cpu0.inst       692944                       # number of overall hits (Count)
system.cpu0.icache.overallHits::total          692944                       # number of overall hits (Count)
system.cpu0.icache.demandMisses::cpu0.inst        11449                       # number of demand (read+write) misses (Count)
system.cpu0.icache.demandMisses::total          11449                       # number of demand (read+write) misses (Count)
system.cpu0.icache.overallMisses::cpu0.inst        11449                       # number of overall misses (Count)
system.cpu0.icache.overallMisses::total         11449                       # number of overall misses (Count)
system.cpu0.icache.demandMissLatency::cpu0.inst    331867999                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.demandMissLatency::total    331867999                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.overallMissLatency::cpu0.inst    331867999                       # number of overall miss ticks (Tick)
system.cpu0.icache.overallMissLatency::total    331867999                       # number of overall miss ticks (Tick)
system.cpu0.icache.demandAccesses::cpu0.inst       704393                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.demandAccesses::total       704393                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::cpu0.inst       704393                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::total       704393                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.demandMissRate::cpu0.inst     0.016254                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.demandMissRate::total     0.016254                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.overallMissRate::cpu0.inst     0.016254                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.overallMissRate::total     0.016254                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.demandAvgMissLatency::cpu0.inst 28986.636300                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.demandAvgMissLatency::total 28986.636300                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::cpu0.inst 28986.636300                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::total 28986.636300                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.blockedCycles::no_mshrs          877                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCauses::no_mshrs           14                       # number of times access was blocked (Count)
system.cpu0.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.icache.avgBlocked::no_mshrs     62.642857                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.writebacks::writebacks        10500                       # number of writebacks (Count)
system.cpu0.icache.writebacks::total            10500                       # number of writebacks (Count)
system.cpu0.icache.demandMshrHits::cpu0.inst          437                       # number of demand (read+write) MSHR hits (Count)
